left_wrist_dist,right_wrist_dist,torso_height,left_arm_angle,right_arm_angle,wrist_hip_ratio_left,wrist_hip_ratio_right,arms_crossed,is_theft
25.939041788178862,33.23843992862611,14.366666666666617,13.01163364491064,23.664214183627877,1.8055017485971427,2.3135805054728227,1,0
49.46330008759578,41.911722703797324,1.75,45.47517382836105,41.976155595190804,28.26474290719759,23.94955583074133,1,0
13.081050756299694,47.98488766731087,4.366666666666674,172.34413290315695,124.10178933365941,2.9956604785419096,10.988905572666592,1,0
7.694298033103615,51.29940437167756,14.366666666666674,102.064446474128,79.86548995429925,0.535565988383082,3.5707242022049326,1,0
24.562392210676702,13.383613529652969,-1.1166666666666742,32.94223180068526,38.11094533065757,0.0,0.0,1,0
6.328506932918709,13.082515898030593,0.283333333333303,99.15280199147095,74.48183944283868,22.335906822068424,46.17358552246586,1,0
66.16284833650984,53.77546166959218,-1.4333333333332803,71.17997585451828,25.218058345412675,0.0,0.0,0,0
22.547197411454718,45.14776357202595,-10.116666666666617,157.68792835663766,141.51474853146556,0.0,0.0,1,0
37.21508430730741,4.722081697255497,-25.78333333333336,70.71741894428149,22.986456990012417,0.0,0.0,1,0
17.17119681326841,43.41552461709728,19.51666666666665,176.05022914583995,127.44365693206365,0.8798222107567082,2.224535847161263,0,0
5.205045629002722,21.33729780871458,-14.516666666666652,124.13005873332374,64.20730476691433,0.0,0.0,1,0
66.47205344269791,32.339045887114345,-25.649999999999977,93.95111387502509,21.832341312487387,0.0,0.0,0,0
18.32395214527212,27.33505075905293,4.9833333333333485,4.515779125762469,21.37723279020628,3.6770472532318523,5.4852944666995676,1,0
30.91020148034558,73.97418844134458,-1.4500000000000455,139.72221796486008,53.85729109431949,0.0,0.0,1,0
27.82808832816226,31.24343931131783,39.883333333333326,43.01579281070433,75.20950398669854,0.6977372752568892,0.7833708143247263,1,0
8.713495280310902,16.08734837621722,15.649999999999977,9.106978868609179,46.92266530274726,0.5567728613617198,1.0279455831448718,1,0
56.948826931631224,54.63687196187005,18.566666666666663,8.455268439092185,38.732154083957376,3.067261773696476,2.94273996203968,1,0
32.62774041279053,15.379730527909523,15.583333333333258,5.1175026488645114,30.040420867269905,2.093758743066782,0.9869345793310972,1,0
49.60329570143947,33.939820106902275,-35.799999999999955,12.189157644964832,54.88499868784268,0.0,0.0,1,0
61.40586743590189,74.24739800902864,-15.383333333333326,46.41977391738679,41.71070671552387,0.0,0.0,1,0
7.54403738060728,46.84396379945274,-37.39999999999998,43.26062646768478,23.51227642533143,0.0,0.0,1,0
2.5115842720393817,34.4432907512882,-13.600000000000023,30.084861684728974,145.9315309586039,0.0,0.0,1,0
10.63320271602116,46.03023764633175,-21.466666666666697,66.67358253451364,20.86506929026006,0.0,0.0,1,0
39.46614934908701,33.3284371404094,40.5,33.82274914641312,120.94146683293938,0.9744728234342472,0.8229243738372691,1,0
14.827470751577609,33.59349308687291,19.383333333333326,41.58166967851929,95.89354857320147,0.7649597980177617,1.73311228307169,1,0
55.48090011686701,38.99954771817519,-8.783333333333303,26.381810854160456,29.834552035424974,0.0,0.0,1,0
46.317323373058215,49.68949139964665,-3.75,28.507645340855838,110.81275775873509,0.0,0.0,0,0
36.82935498877069,24.918115899882995,21.866666666666674,37.76463913665073,16.05886502703612,1.6842692830230492,1.139547983226356,1,0
42.134932063550316,20.332821031797618,-45.76666666666665,23.03730596596182,7.197082532531919,0.0,0.0,1,0
10.176252311686778,12.478982330302406,-5.066666666666606,11.57542334095064,19.377666591212115,0.0,0.0,1,0
